Item,Category,ProductName,Segment,Price,LaunchDate
Product127,Clothing,Clothing_148,Budget,72.71,2022-08-01
Product199,Sports,Sports_666,Standard,215.21,2022-06-14
Product142,Electronics,Electronics_314,Premium,489.98,2023-02-28
Product087,Clothing,Clothing_984,Premium,175.75,2021-01-05
Product089,Sports,Sports_445,Premium,65.91,2023-04-16
Product117,Beauty,Beauty_490,Budget,53.53,2021-08-20
Product033,Electronics,Electronics_573,Premium,431.47,2022-08-11
Product043,Electronics,Electronics_598,Budget,278.93,2022-08-23
Product198,Clothing,Clothing_842,Premium,91.23,2020-01-22
Product112,Electronics,Electronics_842,Standard,236.52,2021-03-10
Product125,Beauty,Beauty_936,Budget,64.85,2021-07-24
Product138,Home,Home_831,Budget,253.66,2020-02-01
Product135,Sports,Sports_383,Standard,381.63,2022-06-02
Product143,Sports,Sports_726,Budget,89.19,2022-02-20
Product155,Sports,Sports_680,Premium,492.64,2022-11-15
Product113,Clothing,Clothing_760,Premium,237.33,2022-12-03
Product097,Clothing,Clothing_774,Budget,192.25,2021-08-23
Product123,Clothing,Clothing_915,Budget,226.13,2022-02-17
Product012,Clothing,Clothing_164,Premium,145.46,2022-12-31
Product055,Electronics,Electronics_911,Budget,458.39,2023-02-01
Product042,Beauty,Beauty_268,Standard,91.36,2022-04-27
Product131,Sports,Sports_283,Budget,145.68,2020-02-09
Product161,Beauty,Beauty_520,Premium,448.05,2021-11-18
Product107,Sports,Sports_966,Standard,484.2,2021-06-27
Product137,Beauty,Beauty_814,Budget,166.64,2023-02-26
Product063,Sports,Sports_533,Budget,365.34,2023-03-31
Product004,Beauty,Beauty_506,Standard,219.47,2020-09-03
Product128,Home,Home_537,Premium,55.58,2020-07-14
Product025,Beauty,Beauty_666,Standard,48.91,2021-10-06
Product189,Beauty,Beauty_265,Premium,411.34,2023-12-28
Product134,Home,Home_395,Premium,451.64,2023-10-19
Product108,Electronics,Electronics_728,Premium,252.16,2023-02-28
Product076,Beauty,Beauty_986,Standard,129.73,2020-06-04
Product190,Electronics,Electronics_675,Premium,79.57,2020-02-10
Product051,Clothing,Clothing_75,Standard,329.06,2023-04-14
Product128,Electronics,Electronics_620,Premium,240.93,2022-07-19
Product033,Beauty,Beauty_272,Premium,62.11,2021-04-27
Product168,Beauty,Beauty_935,Budget,91.89,2020-05-03
Product001,Home,Home_921,Standard,115.61,2020-05-22
Product191,Sports,Sports_313,Budget,158.93,2023-08-18
Product142,Beauty,Beauty_551,Premium,405.62,2022-04-24
Product115,Electronics,Electronics_251,Standard,10.09,2024-01-06
Product091,Clothing,Clothing_550,Standard,121.1,2021-05-15
Product072,Home,Home_542,Budget,403.15,2021-08-18
Product113,Electronics,Electronics_154,Standard,483.46,2021-10-23
Product176,Electronics,Electronics_622,Budget,456.28,2023-12-20
Product019,Electronics,Electronics_327,Premium,314.46,2023-01-01
Product124,Electronics,Electronics_943,Budget,230.42,2023-02-17
Product166,Sports,Sports_676,Premium,57.3,2020-10-12
Product009,Electronics,Electronics_654,Premium,303.2,2022-09-27
Product187,Electronics,Electronics_68,Budget,439.85,2021-05-28
Product105,Sports,Sports_598,Standard,447.23,2023-02-24
Product183,Sports,Sports_881,Standard,149.79,2020-09-24
Product035,Home,Home_562,Standard,290.94,2021-10-22
Product069,Beauty,Beauty_963,Premium,249.3,2022-10-09
Product189,Electronics,Electronics_977,Budget,41.7,2021-04-24
Product065,Sports,Sports_431,Budget,50.28,2021-03-13
Product076,Electronics,Electronics_26,Budget,90.76,2021-02-09
Product021,Home,Home_788,Standard,396.51,2020-06-27
Product132,Beauty,Beauty_76,Standard,248.96,2022-05-03
Product194,Clothing,Clothing_951,Budget,492.08,2023-01-15
Product166,Electronics,Electronics_913,Standard,29.49,2020-09-18
Product027,Home,Home_449,Standard,230.73,2022-01-22
Product099,Home,Home_852,Premium,111.43,2021-10-14
Product189,Electronics,Electronics_881,Standard,117.34,2021-07-08
Product148,Beauty,Beauty_602,Premium,236.8,2021-12-04
Product062,Clothing,Clothing_822,Budget,466.56,2023-09-29
Product037,Electronics,Electronics_529,Premium,65.78,2022-03-29
Product059,Electronics,Electronics_397,Budget,340.96,2022-06-25
Product077,Sports,Sports_168,Premium,216.7,2023-09-17
Product072,Sports,Sports_109,Premium,307.87,2023-06-17
Product161,Sports,Sports_103,Standard,477.48,2024-01-16
Product008,Electronics,Electronics_174,Budget,35.06,2022-10-01
Product175,Electronics,Electronics_852,Budget,346.43,2023-09-09
Product161,Beauty,Beauty_485,Standard,69.3,2021-02-15
Product168,Beauty,Beauty_737,Premium,208.08,2021-10-16
Product041,Clothing,Clothing_797,Budget,342.55,2021-03-25
Product051,Home,Home_266,Premium,256.06,2021-07-16
Product118,Electronics,Electronics_551,Premium,438.11,2023-01-12
Product198,Home,Home_514,Premium,269.7,2021-01-21
Product144,Clothing,Clothing_937,Premium,216.8,2021-02-22
Product065,Sports,Sports_986,Budget,455.97,2021-07-27
Product049,Electronics,Electronics_408,Budget,329.62,2020-10-03
Product182,Home,Home_420,Standard,339.75,2021-01-09
Product073,Sports,Sports_634,Standard,299.24,2023-10-19
Product098,Home,Home_156,Budget,293.84,2022-11-30
Product063,Home,Home_825,Standard,23.44,2023-11-04
Product161,Clothing,Clothing_7,Premium,79.87,2022-04-12
Product193,Beauty,Beauty_669,Budget,263.45,2022-07-02
Product163,Home,Home_479,Budget,397.94,2021-01-29
Product049,Electronics,Electronics_576,Standard,306.83,2022-07-18
Product176,Beauty,Beauty_833,Standard,61.58,2023-12-28
Product069,Home,Home_75,Budget,76.54,2023-03-24
Product174,Home,Home_234,Budget,203.76,2020-09-18
Product059,Sports,Sports_245,Budget,151.73,2021-04-29
Product122,Sports,Sports_170,Premium,193.65,2022-11-24
Product087,Beauty,Beauty_201,Standard,492.17,2020-03-17
Product059,Beauty,Beauty_109,Premium,485.66,2023-07-25
Product068,Sports,Sports_489,Premium,281.32,2021-11-04
Product109,Sports,Sports_343,Budget,225.82,2023-10-09
Product160,Sports,Sports_762,Budget,38.25,2022-07-30
Product127,Beauty,Beauty_300,Premium,417.04,2022-04-15
Product129,Beauty,Beauty_280,Budget,499.86,2022-06-27
Product111,Clothing,Clothing_996,Budget,206.87,2020-09-29
Product099,Beauty,Beauty_104,Standard,169.65,2022-01-31
Product019,Sports,Sports_853,Budget,82.51,2021-05-31
Product145,Sports,Sports_659,Standard,74.86,2023-01-19
Product117,Clothing,Clothing_822,Budget,271.36,2023-03-09
Product149,Home,Home_476,Budget,38.29,2023-04-22
Product020,Electronics,Electronics_524,Standard,485.11,2022-06-01
Product147,Clothing,Clothing_695,Standard,193.91,2023-01-30
Product075,Electronics,Electronics_216,Standard,226.2,2021-12-15
Product192,Electronics,Electronics_754,Budget,365.6,2022-08-31
Product082,Beauty,Beauty_687,Budget,384.62,2022-02-10
Product135,Sports,Sports_48,Budget,498.1,2020-04-25
Product173,Electronics,Electronics_881,Premium,156.23,2022-04-19
Product147,Home,Home_837,Budget,260.11,2020-10-13
Product114,Sports,Sports_683,Standard,437.3,2022-06-24
Product042,Sports,Sports_681,Standard,146.59,2021-11-26
Product030,Electronics,Electronics_303,Standard,495.37,2023-10-25
Product008,Clothing,Clothing_488,Premium,154.36,2021-10-08
Product067,Electronics,Electronics_549,Premium,372.83,2020-05-20
Product136,Sports,Sports_127,Premium,443.37,2021-06-30
Product194,Electronics,Electronics_942,Standard,147.36,2023-07-07
Product158,Home,Home_584,Budget,64.39,2020-07-06
Product173,Clothing,Clothing_573,Premium,59.46,2020-12-23
Product016,Clothing,Clothing_375,Premium,422.62,2023-11-04
Product144,Beauty,Beauty_450,Standard,357.95,2020-07-02
Product111,Beauty,Beauty_295,Standard,206.64,2023-05-23
Product120,Home,Home_733,Standard,295.8,2020-11-16
Product145,Electronics,Electronics_437,Standard,26.5,2023-11-27
Product053,Home,Home_281,Premium,70.23,2020-12-02
Product183,Clothing,Clothing_484,Standard,316.14,2021-10-21
Product160,Clothing,Clothing_178,Standard,359.84,2022-10-08
Product053,Beauty,Beauty_59,Premium,389.92,2024-01-29
Product012,Clothing,Clothing_760,Standard,318.48,2023-01-03
Product105,Beauty,Beauty_591,Premium,60.35,2023-06-18
Product093,Clothing,Clothing_96,Standard,300.81,2020-07-27
Product087,Clothing,Clothing_390,Premium,130.94,2022-06-07
Product064,Sports,Sports_633,Budget,186.51,2020-05-16
Product155,Clothing,Clothing_911,Standard,472.06,2023-01-11
Product177,Beauty,Beauty_421,Budget,66.85,2021-04-15
Product157,Electronics,Electronics_729,Budget,354.89,2022-06-24
Product175,Sports,Sports_235,Premium,336.53,2022-07-17
Product024,Beauty,Beauty_785,Budget,341.29,2022-03-03
Product094,Electronics,Electronics_852,Premium,393.09,2023-08-09
Product042,Electronics,Electronics_502,Premium,478.83,2021-06-23
Product041,Home,Home_496,Budget,112.35,2020-08-14
Product105,Beauty,Beauty_13,Budget,214.09,2021-01-31
Product100,Clothing,Clothing_329,Premium,436.18,2022-08-09
Product100,Sports,Sports_173,Budget,27.61,2022-02-14
Product007,Beauty,Beauty_3,Standard,164.66,2022-07-28
Product149,Beauty,Beauty_438,Standard,293.8,2023-06-29
Product013,Electronics,Electronics_118,Premium,393.19,2021-07-18
Product044,Sports,Sports_558,Standard,128.53,2023-01-30
Product024,Clothing,Clothing_849,Standard,70.94,2023-03-07
Product163,Electronics,Electronics_111,Budget,171.82,2023-04-20
Product116,Sports,Sports_409,Budget,482.11,2023-04-26
Product090,Electronics,Electronics_156,Budget,140.95,2021-04-09
Product104,Beauty,Beauty_972,Standard,71.52,2020-06-23
Product162,Sports,Sports_391,Standard,18.6,2021-10-26
Product033,Clothing,Clothing_756,Budget,324.51,2020-01-12
Product016,Home,Home_484,Premium,278.71,2023-06-05
Product111,Home,Home_160,Premium,450.29,2020-08-12
Product200,Sports,Sports_59,Standard,158.43,2020-07-13
Product157,Electronics,Electronics_610,Premium,305.61,2023-05-13
Product079,Beauty,Beauty_940,Budget,38.34,2023-02-01
Product137,Sports,Sports_331,Standard,481.76,2021-06-23
Product022,Electronics,Electronics_571,Premium,365.56,2023-05-07
Product106,Electronics,Electronics_25,Standard,392.85,2023-08-17
Product083,Home,Home_693,Premium,268.36,2022-12-27
Product095,Beauty,Beauty_491,Budget,406.83,2021-07-17
Product102,Beauty,Beauty_559,Premium,39.71,2021-11-16
Product026,Electronics,Electronics_5,Standard,253.68,2020-12-26
Product054,Electronics,Electronics_422,Standard,269.53,2020-01-15
Product061,Clothing,Clothing_558,Premium,47.36,2023-08-10
Product062,Clothing,Clothing_714,Standard,98.35,2023-05-31
Product003,Sports,Sports_235,Premium,340.43,2020-11-26
Product077,Clothing,Clothing_863,Budget,128.57,2020-09-28
Product068,Home,Home_90,Budget,266.04,2023-09-17
Product139,Sports,Sports_274,Premium,300.84,2020-11-06
Product102,Clothing,Clothing_390,Standard,103.15,2022-06-01
Product029,Home,Home_354,Premium,352.17,2020-09-01
Product080,Clothing,Clothing_247,Standard,202.47,2020-12-27
Product008,Beauty,Beauty_606,Budget,323.9,2022-11-28
Product081,Home,Home_854,Standard,429.05,2022-12-03
Product137,Sports,Sports_548,Standard,184.94,2023-03-25
Product170,Home,Home_728,Premium,405.96,2022-05-21
Product066,Home,Home_613,Standard,130.45,2020-12-14
Product195,Beauty,Beauty_173,Premium,68.07,2023-07-12
Product182,Home,Home_499,Standard,252.39,2021-08-23
Product093,Electronics,Electronics_980,Budget,54.45,2023-10-14
Product091,Clothing,Clothing_17,Standard,395.9,2020-04-25
Product093,Beauty,Beauty_91,Premium,213.65,2022-08-18
Product114,Electronics,Electronics_154,Standard,459.94,2023-07-13
Product059,Home,Home_105,Premium,122.06,2023-05-01
Product145,Clothing,Clothing_937,Premium,475.72,2021-12-09
Product139,Home,Home_99,Premium,169.91,2021-02-06
Product109,Beauty,Beauty_303,Budget,452.84,2020-06-02
Product040,Sports,Sports_462,Premium,392.38,2022-05-23
Product084,Clothing,Clothing_221,Premium,135.1,2023-10-23
Product147,Beauty,Beauty_505,Standard,188.53,2020-09-27
Product165,Electronics,Electronics_367,Budget,407.33,2020-02-09
Product191,Sports,Sports_989,Standard,387.85,2022-10-24
Product067,Clothing,Clothing_433,Premium,274.16,2023-06-25
Product116,Sports,Sports_863,Premium,72.65,2021-11-11
Product057,Sports,Sports_700,Premium,266.03,2023-10-12
Product057,Clothing,Clothing_615,Budget,159.06,2023-09-02
Product003,Home,Home_815,Standard,103.65,2022-04-23
Product038,Home,Home_420,Budget,373.53,2023-09-28
Product058,Clothing,Clothing_702,Standard,410.83,2023-02-09
Product155,Home,Home_185,Standard,191.76,2023-11-03
Product047,Beauty,Beauty_528,Budget,379.58,2020-07-31
Product054,Sports,Sports_272,Premium,48.44,2022-07-26
Product032,Home,Home_767,Standard,263.62,2022-09-03
Product139,Clothing,Clothing_505,Standard,187.24,2021-03-11
Product111,Electronics,Electronics_917,Budget,284.44,2022-01-22
Product065,Electronics,Electronics_804,Budget,486.49,2022-06-13
Product088,Clothing,Clothing_96,Budget,58.14,2023-05-06
Product001,Clothing,Clothing_509,Budget,432.23,2023-12-12
Product169,Sports,Sports_141,Premium,114.56,2023-09-25
Product052,Sports,Sports_337,Budget,353.57,2023-01-04
Product112,Sports,Sports_192,Budget,253.17,2022-08-20
Product015,Beauty,Beauty_369,Standard,22.34,2023-12-13
Product078,Clothing,Clothing_270,Premium,423.21,2022-01-28
Product132,Home,Home_851,Premium,356.03,2022-09-19
Product177,Home,Home_193,Premium,161.33,2023-09-21
Product134,Sports,Sports_483,Standard,476.71,2022-06-09
Product043,Clothing,Clothing_660,Premium,341.8,2021-03-03
Product151,Clothing,Clothing_883,Standard,255.74,2022-04-19
Product007,Home,Home_784,Standard,491.13,2023-04-17
Product072,Beauty,Beauty_113,Premium,19.7,2020-11-26
Product133,Home,Home_902,Premium,173.68,2021-07-22
Product156,Sports,Sports_888,Standard,394.04,2023-09-03
Product050,Electronics,Electronics_726,Budget,172.9,2024-01-13
Product047,Beauty,Beauty_141,Premium,394.58,2021-01-25
Product079,Home,Home_477,Standard,59.67,2022-11-18
Product024,Clothing,Clothing_714,Budget,458.22,2023-11-16
Product062,Sports,Sports_17,Standard,60.53,2023-09-10
Product156,Electronics,Electronics_82,Premium,355.23,2021-02-28
Product177,Home,Home_204,Premium,46.28,2021-01-21
Product010,Clothing,Clothing_803,Premium,141.58,2021-08-08
Product166,Clothing,Clothing_439,Budget,47.72,2021-10-30
Product020,Home,Home_950,Premium,350.94,2021-02-06
Product084,Home,Home_834,Budget,141.03,2022-03-12
Product150,Home,Home_719,Standard,286.19,2020-03-13
Product096,Electronics,Electronics_100,Budget,132.27,2020-09-14
Product157,Beauty,Beauty_595,Premium,61.89,2020-09-22
Product053,Home,Home_947,Standard,442.67,2022-06-09
Product022,Beauty,Beauty_414,Standard,343.25,2020-10-10
Product193,Electronics,Electronics_68,Premium,468.77,2023-03-06
Product164,Home,Home_650,Premium,205.53,2023-06-14
Product046,Clothing,Clothing_176,Standard,335.85,2022-04-21
Product114,Home,Home_690,Standard,55.39,2023-09-26
Product127,Electronics,Electronics_271,Budget,410.45,2021-01-13
Product073,Home,Home_915,Standard,298.83,2020-02-12
Product121,Electronics,Electronics_946,Standard,359.89,2020-02-08
Product113,Sports,Sports_111,Budget,371.97,2022-12-06
Product063,Electronics,Electronics_366,Premium,142.7,2022-08-01
Product034,Home,Home_946,Premium,369.04,2023-08-30
Product161,Home,Home_606,Standard,476.23,2023-09-23
Product038,Home,Home_319,Budget,276.68,2021-01-21
Product102,Electronics,Electronics_888,Budget,493.95,2021-11-21
Product073,Sports,Sports_619,Standard,273.78,2023-10-24
Product188,Beauty,Beauty_694,Premium,431.31,2021-07-21
Product187,Sports,Sports_445,Standard,438.12,2020-05-02
Product188,Clothing,Clothing_252,Standard,80.75,2023-09-20
Product092,Clothing,Clothing_63,Standard,153.27,2023-03-08
Product186,Electronics,Electronics_772,Premium,299.21,2020-05-14
Product061,Home,Home_88,Standard,464.28,2023-05-15
Product129,Home,Home_934,Standard,331.04,2023-11-09
Product102,Sports,Sports_645,Premium,395.4,2022-05-09
Product021,Clothing,Clothing_963,Budget,408.92,2022-03-13
Product196,Sports,Sports_196,Premium,463.03,2020-10-09
Product056,Clothing,Clothing_665,Budget,184.87,2023-09-04
Product122,Beauty,Beauty_749,Premium,160.82,2021-06-27
Product055,Sports,Sports_177,Standard,257.76,2022-03-17
Product080,Electronics,Electronics_213,Premium,452.74,2022-10-26
Product109,Home,Home_662,Budget,265.58,2020-09-17
Product170,Electronics,Electronics_976,Budget,376.69,2022-04-04
Product127,Electronics,Electronics_239,Premium,340.09,2021-10-14
Product160,Beauty,Beauty_624,Budget,67.6,2023-11-25
Product104,Sports,Sports_485,Standard,368.88,2022-11-07
Product094,Electronics,Electronics_721,Standard,212.96,2021-02-19
Product170,Home,Home_634,Standard,183.59,2022-10-16
Product115,Beauty,Beauty_713,Standard,113.83,2022-10-31
Product167,Home,Home_911,Standard,377.2,2020-12-28
Product137,Electronics,Electronics_481,Standard,275.04,2020-11-25
Product168,Clothing,Clothing_925,Premium,255.06,2020-05-20
Product129,Clothing,Clothing_944,Premium,473.11,2021-07-13
Product177,Sports,Sports_925,Premium,225.16,2022-05-05
Product026,Electronics,Electronics_269,Budget,202.01,2020-10-31
Product195,Clothing,Clothing_103,Premium,215.44,2021-06-12
Product171,Electronics,Electronics_765,Budget,209.98,2021-06-24
Product117,Home,Home_380,Standard,441.97,2021-10-29
Product073,Electronics,Electronics_505,Premium,438.34,2021-02-28
Product108,Home,Home_745,Standard,270.47,2023-12-07
Product083,Home,Home_937,Standard,442.45,2022-06-17
Product139,Sports,Sports_542,Standard,327.41,2021-10-19
Product179,Clothing,Clothing_518,Standard,200.81,2020-07-03
Product104,Beauty,Beauty_732,Budget,277.34,2022-12-08
Product173,Clothing,Clothing_333,Standard,403.87,2020-11-30
Product020,Sports,Sports_746,Budget,167.37,2020-01-03
Product182,Home,Home_574,Budget,193.5,2022-04-22
Product122,Home,Home_414,Budget,116.66,2022-12-21
Product049,Electronics,Electronics_124,Budget,56.73,2021-12-19
Product048,Electronics,Electronics_250,Premium,278.54,2023-10-23
Product173,Clothing,Clothing_355,Premium,338.87,2020-02-13
Product029,Home,Home_92,Budget,105.54,2020-08-07
Product134,Sports,Sports_401,Standard,136.53,2022-09-17
Product131,Sports,Sports_804,Standard,427.77,2024-02-02
Product062,Clothing,Clothing_445,Standard,361.03,2020-02-23
Product016,Home,Home_40,Premium,303.89,2021-01-20
Product094,Beauty,Beauty_300,Standard,375.42,2023-09-21
Product081,Clothing,Clothing_178,Standard,197.57,2022-05-07
Product023,Clothing,Clothing_736,Standard,221.23,2020-03-02
Product038,Electronics,Electronics_195,Budget,470.14,2023-05-30
Product061,Electronics,Electronics_685,Standard,414.7,2023-11-02
Product110,Sports,Sports_868,Budget,413.65,2022-09-25
Product181,Beauty,Beauty_887,Budget,101.98,2023-09-25
Product101,Beauty,Beauty_540,Premium,116.44,2021-07-28
Product022,Sports,Sports_608,Premium,129.26,2022-04-07
Product120,Clothing,Clothing_217,Standard,449.98,2021-03-30
Product104,Sports,Sports_914,Standard,423.99,2020-11-26
Product182,Sports,Sports_688,Standard,415.06,2020-10-25
Product189,Home,Home_458,Premium,12.8,2022-05-08
Product163,Sports,Sports_881,Premium,480.97,2021-04-03
Product187,Sports,Sports_950,Budget,287.43,2021-05-22
Product048,Sports,Sports_598,Budget,17.05,2021-04-06
Product152,Clothing,Clothing_992,Premium,161.39,2020-07-25
Product186,Home,Home_208,Budget,213.26,2023-02-22
Product138,Home,Home_68,Premium,495.43,2021-01-17
Product019,Home,Home_74,Standard,77.83,2023-07-23
Product048,Home,Home_920,Budget,195.77,2022-09-20
Product183,Beauty,Beauty_191,Premium,113.7,2022-02-18
Product050,Beauty,Beauty_113,Standard,235.97,2022-11-03
Product032,Home,Home_914,Premium,187.59,2021-11-24
Product120,Home,Home_940,Premium,255.18,2023-12-19
Product059,Electronics,Electronics_182,Premium,144.89,2022-04-12
Product064,Beauty,Beauty_655,Premium,110.04,2021-02-09
Product175,Electronics,Electronics_430,Premium,93.17,2023-11-28
Product178,Electronics,Electronics_59,Budget,352.82,2022-02-18
Product040,Beauty,Beauty_166,Standard,272.61,2023-04-22
Product090,Sports,Sports_834,Premium,290.58,2022-01-11
Product066,Beauty,Beauty_538,Standard,372.88,2022-05-25
Product168,Home,Home_660,Standard,25.55,2020-10-22
Product158,Electronics,Electronics_144,Budget,348.43,2021-06-02
Product045,Home,Home_952,Budget,106.36,2023-04-19
Product088,Electronics,Electronics_179,Budget,24.71,2023-06-11
Product119,Electronics,Electronics_607,Budget,390.2,2020-12-31
Product020,Beauty,Beauty_309,Budget,487.92,2022-08-02
Product017,Clothing,Clothing_925,Standard,51.7,2023-01-26
Product178,Beauty,Beauty_802,Standard,242.73,2020-02-19
Product102,Clothing,Clothing_485,Budget,269.64,2021-08-06
Product040,Beauty,Beauty_360,Budget,111.56,2020-07-10
Product136,Sports,Sports_568,Standard,73.54,2020-02-08
Product028,Electronics,Electronics_13,Premium,40.66,2020-04-10
Product026,Beauty,Beauty_338,Budget,177.9,2021-01-17
Product088,Clothing,Clothing_375,Budget,356.27,2023-08-18
Product096,Sports,Sports_266,Standard,257.7,2020-08-25
Product152,Home,Home_343,Standard,50.31,2023-06-24
Product057,Clothing,Clothing_184,Premium,188.27,2022-02-28
Product141,Electronics,Electronics_371,Standard,495.97,2023-11-23
Product106,Sports,Sports_32,Premium,445.86,2021-10-21
Product082,Sports,Sports_447,Premium,284.19,2022-11-27
Product188,Electronics,Electronics_48,Budget,209.33,2024-01-02
Product039,Beauty,Beauty_345,Budget,261.79,2021-05-02
Product141,Sports,Sports_229,Premium,259.97,2022-10-13
Product188,Clothing,Clothing_607,Standard,207.36,2022-12-31
Product025,Sports,Sports_486,Budget,74.51,2020-04-29
Product053,Home,Home_237,Budget,209.21,2021-12-20
Product150,Sports,Sports_712,Standard,283.8,2020-07-03
Product006,Home,Home_387,Standard,448.05,2023-01-04
Product177,Home,Home_349,Budget,400.0,2020-11-03
Product089,Electronics,Electronics_766,Budget,264.84,2021-01-17
Product150,Beauty,Beauty_557,Premium,436.63,2020-10-02
Product081,Beauty,Beauty_897,Premium,182.1,2023-07-20
Product152,Clothing,Clothing_731,Standard,29.63,2020-11-23
Product008,Home,Home_111,Standard,455.13,2023-06-06
Product156,Electronics,Electronics_272,Premium,311.47,2022-01-27
Product145,Sports,Sports_733,Standard,356.98,2023-09-23
Product013,Home,Home_606,Premium,110.18,2022-04-28
Product168,Home,Home_201,Budget,239.48,2023-10-19
Product053,Beauty,Beauty_417,Standard,427.96,2021-10-10
Product182,Electronics,Electronics_843,Budget,230.03,2023-07-12
Product032,Beauty,Beauty_237,Premium,64.68,2022-08-10
Product136,Home,Home_268,Standard,196.08,2023-06-09
Product042,Home,Home_615,Budget,71.49,2020-09-29
Product160,Clothing,Clothing_725,Premium,287.23,2023-12-01
Product056,Clothing,Clothing_933,Standard,377.22,2021-05-13
Product054,Electronics,Electronics_227,Premium,215.11,2022-05-05
Product049,Sports,Sports_450,Budget,337.26,2022-05-20
Product156,Home,Home_6,Premium,342.46,2022-11-17
Product194,Sports,Sports_244,Budget,372.14,2023-05-26
Product177,Home,Home_269,Standard,15.04,2023-08-04
Product105,Beauty,Beauty_700,Budget,495.15,2023-04-24
Product099,Home,Home_938,Premium,178.26,2021-08-31
Product191,Beauty,Beauty_900,Standard,107.26,2022-07-11
Product137,Beauty,Beauty_472,Budget,177.3,2022-01-18
Product025,Clothing,Clothing_250,Budget,12.46,2021-09-21
Product073,Clothing,Clothing_211,Standard,453.14,2022-10-25
Product195,Clothing,Clothing_464,Budget,394.26,2023-04-01
Product105,Sports,Sports_687,Standard,207.18,2020-12-16
Product178,Beauty,Beauty_132,Budget,163.8,2020-07-01
Product112,Electronics,Electronics_601,Standard,367.56,2023-11-02
Product149,Electronics,Electronics_628,Premium,68.75,2021-03-21
Product116,Sports,Sports_250,Budget,77.17,2022-09-01
Product046,Electronics,Electronics_984,Premium,67.13,2020-03-10
Product113,Home,Home_471,Budget,332.74,2021-06-13
Product149,Beauty,Beauty_726,Budget,266.34,2020-07-10
Product195,Clothing,Clothing_345,Standard,471.9,2021-05-17
Product061,Sports,Sports_237,Standard,47.07,2021-07-02
Product056,Home,Home_870,Premium,115.2,2021-08-07
Product059,Clothing,Clothing_360,Premium,25.9,2020-01-30
Product011,Beauty,Beauty_602,Budget,396.85,2022-08-17
Product189,Sports,Sports_732,Standard,491.95,2021-04-01
Product103,Clothing,Clothing_696,Premium,180.28,2023-06-24
Product031,Beauty,Beauty_588,Premium,266.56,2020-10-04
Product040,Sports,Sports_385,Budget,133.9,2023-04-29
Product182,Clothing,Clothing_335,Premium,412.14,2021-11-08
Product099,Sports,Sports_687,Standard,35.38,2021-08-24
Product141,Electronics,Electronics_849,Standard,185.58,2021-03-04
Product006,Home,Home_526,Standard,196.69,2024-01-08
Product143,Sports,Sports_269,Budget,234.97,2023-06-22
Product163,Beauty,Beauty_709,Standard,467.54,2021-02-10
Product162,Clothing,Clothing_5,Budget,162.78,2021-01-24
Product198,Home,Home_146,Standard,172.73,2023-06-26
Product014,Sports,Sports_384,Budget,127.18,2023-11-23
Product019,Home,Home_419,Budget,47.63,2020-05-01
Product176,Beauty,Beauty_381,Premium,192.99,2020-12-28
Product050,Electronics,Electronics_800,Budget,377.51,2022-04-05
Product128,Sports,Sports_751,Budget,151.12,2022-03-18
Product187,Beauty,Beauty_388,Standard,215.4,2023-07-31
Product096,Sports,Sports_287,Standard,56.91,2020-05-15
Product024,Home,Home_201,Budget,163.39,2022-08-19
Product008,Beauty,Beauty_103,Budget,321.35,2023-08-29
Product030,Clothing,Clothing_658,Standard,31.1,2022-01-02
Product167,Beauty,Beauty_171,Standard,447.86,2021-10-24
Product197,Clothing,Clothing_494,Premium,62.73,2023-01-21
Product151,Clothing,Clothing_783,Standard,247.17,2021-08-30
Product006,Home,Home_835,Budget,415.96,2022-03-21
Product145,Beauty,Beauty_452,Budget,124.61,2022-09-05
Product133,Home,Home_193,Standard,206.1,2022-01-28
Product011,Sports,Sports_515,Budget,498.84,2020-03-16
Product087,Electronics,Electronics_113,Standard,159.2,2022-04-20
Product023,Clothing,Clothing_125,Budget,119.11,2022-12-06
Product116,Electronics,Electronics_237,Standard,287.06,2021-05-09
Product025,Clothing,Clothing_490,Standard,51.22,2023-08-30
Product094,Electronics,Electronics_334,Premium,88.22,2020-02-17
Product010,Home,Home_523,Budget,416.77,2023-05-22
Product173,Electronics,Electronics_576,Standard,146.08,2020-04-30
Product042,Clothing,Clothing_331,Standard,215.8,2021-04-27
Product187,Clothing,Clothing_953,Standard,395.81,2021-03-06
Product048,Clothing,Clothing_900,Premium,487.16,2021-10-03
Product059,Home,Home_591,Budget,143.03,2023-07-10
Product191,Beauty,Beauty_766,Premium,90.03,2022-12-22
Product120,Beauty,Beauty_520,Premium,465.9,2021-12-20
Product036,Beauty,Beauty_861,Standard,316.96,2022-07-14
Product151,Clothing,Clothing_180,Budget,251.34,2023-08-09
Product029,Home,Home_228,Budget,349.96,2023-12-30
Product019,Sports,Sports_21,Standard,404.66,2020-01-27
Product055,Beauty,Beauty_660,Premium,369.61,2022-04-10
Product164,Clothing,Clothing_224,Standard,343.05,2022-08-22
Product182,Beauty,Beauty_45,Standard,175.39,2020-02-03
Product141,Home,Home_886,Standard,137.32,2021-06-17
Product180,Beauty,Beauty_932,Budget,69.83,2022-10-07
Product147,Beauty,Beauty_335,Budget,414.77,2022-10-29
Product032,Beauty,Beauty_850,Standard,32.19,2021-09-29
Product075,Sports,Sports_954,Standard,27.12,2023-08-16
